airport_ident,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
OYAA,Y,2,2-3,Mixed,BOTH,HIGH
OYGD,Y,1,1,NDB Family,BOTH,HIGH
OYHD,Y,2,2-3,Mixed,TERMINAL,HIGH
OYRN,Y,1,1,Radio Nav,BOTH,HIGH
OYSN,Y,2,2-3,Mixed,BOTH,HIGH
OYSQ,Y,1,1,NDB Family,BOTH,MEDIUM
OYSY,Y,1,1,NDB Family,BOTH,HIGH
OYTZ,Y,2,2-3,Mixed,BOTH,HIGH
P18,Y,1,1,Radio Nav,BOTH,HIGH
PA-0043,Y,1,1,Radio Nav,BOTH,HIGH
PABA,Y,1,1,NDB Family,BOTH,MEDIUM
PABE,Y,3,2-3,Mixed,BOTH,HIGH
PABI,Y,2,2-3,Mixed,BOTH,HIGH
PABL,Y,1,1,NDB Family,TERMINAL,MEDIUM
PABR,Y,3,2-3,Mixed,BOTH,HIGH
PABT,Y,2,2-3,Mixed,BOTH,HIGH
PACD,Y,2,2-3,Mixed,BOTH,HIGH
PACV,Y,1,1,NDB Family,LO,MEDIUM
PACY,Y,1,1,NDB Family,LO,MEDIUM
PACZ,Y,2,2-3,Mixed,LO,MEDIUM
PADK,Y,2,2-3,Mixed,BOTH,HIGH
PADL,Y,2,2-3,Mixed,LO,HIGH
PADQ,Y,2,2-3,Mixed,BOTH,HIGH
PADU,Y,1,1,NDB Family,BOTH,MEDIUM
PAED,Y,1,1,Radio Nav,BOTH,HIGH
PAEH,Y,1,1,NDB Family,BOTH,MEDIUM
PAEI,Y,1,1,Radio Nav,BOTH,HIGH
PAEM,Y,1,1,Radio Nav,BOTH,HIGH
PAEN,Y,2,2-3,Mixed,BOTH,HIGH
PAFA,Y,3,2-3,Mixed,TERMINAL,HIGH
PAFB,Y,1,1,NDB Family,LO,MEDIUM
PAFE,Y,1,1,NDB Family,LO,LOW
PAFM,Y,1,1,NDB Family,LO,MEDIUM
PAGA,Y,1,1,Radio Nav,BOTH,HIGH
PAGB,Y,1,1,NDB Family,LO,LOW
PAGK,Y,2,2-3,Mixed,BOTH,HIGH
PAGM,Y,1,1,NDB Family,BOTH,LOW
PAGS,Y,1,1,NDB Family,BOTH,MEDIUM
PAHN,Y,1,1,NDB Family,LO,MEDIUM
PAHO,Y,2,2-3,Mixed,LO,HIGH
PAHP,Y,1,1,Radio Nav,BOTH,HIGH
PAIL,Y,1,1,NDB Family,BOTH,MEDIUM
PAIM,Y,1,1,NDB Family,LO,MEDIUM
PAJN,Y,1,1,NDB Family,LO,MEDIUM
PAKI,Y,1,1,Radio Nav,BOTH,LOW
PAKK,Y,1,1,NDB Family,LO,MEDIUM
PAKN,Y,2,2-3,Mixed,BOTH,HIGH
PAKP,Y,1,1,NDB Family,LO,LOW
PAKT,Y,1,1,NDB Family,TERMINAL,MEDIUM
PAKU,Y,1,1,NDB Family,TERMINAL,LOW
PAKW,Y,1,1,NDB Family,TERMINAL,MEDIUM
PALP,Y,1,1,NDB Family,LO,MEDIUM
PALR,Y,1,1,NDB Family,BOTH,MEDIUM
PALU,Y,1,1,NDB Family,LO,MEDIUM
PAMC,Y,2,2-3,Mixed,BOTH,HIGH
PAMH,Y,1,1,NDB Family,LO,MEDIUM
PAMY,Y,1,1,NDB Family,LO,MEDIUM
PANC,Y,4,4+,Mixed,BOTH,HIGH
PANI,Y,1,1,NDB Family,BOTH,MEDIUM
PANN,Y,2,2-3,Mixed,BOTH,HIGH
PANT,Y,2,2-3,Mixed,BOTH,HIGH
PANV,Y,1,1,NDB Family,LO,MEDIUM
PAOH,Y,1,1,Radio Nav,BOTH,HIGH
PAOM,Y,3,2-3,Mixed,BOTH,HIGH
PAOR,Y,2,2-3,Mixed,LO,HIGH
PAOT,Y,2,2-3,Mixed,BOTH,HIGH
PAPB,Y,1,1,NDB Family,TERMINAL,MEDIUM
PAPG,Y,1,1,NDB Family,LO,LOW
PAPO,Y,1,1,NDB Family,LO,MEDIUM
PAPR,Y,1,1,NDB Family,TERMINAL,LOW
PASA,Y,1,1,Radio Nav,BOTH,HIGH
PASC,Y,2,2-3,Mixed,BOTH,HIGH
PASD,Y,1,1,NDB Family,BOTH,MEDIUM
PASH,Y,1,1,NDB Family,LO,MEDIUM
PASI,Y,3,2-3,Mixed,BOTH,HIGH
PASK,Y,1,1,Radio Nav,LO,LOW
PASM,Y,1,1,NDB Family,BOTH,MEDIUM
PASN,Y,1,1,NDB Family,BOTH,MEDIUM
PASV,Y,2,2-3,Mixed,BOTH,MEDIUM
PASX,Y,1,1,NDB Family,LO,LOW
PASY,Y,2,2-3,Mixed,BOTH,HIGH
PATA,Y,2,2-3,Mixed,LO,HIGH
PATC,Y,1,1,NDB Family,LO,MEDIUM
PATG,Y,1,1,NDB Family,LO,MEDIUM
PATK,Y,2,2-3,Mixed,LO,HIGH
PATQ,Y,1,1,NDB Family,LO,MEDIUM
PAUN,Y,2,2-3,Mixed,BOTH,HIGH
PAVD,Y,1,1,NDB Family,LO,LOW
PAWG,Y,1,1,Radio Nav,BOTH,HIGH
PAWI,Y,1,1,NDB Family,LO,MEDIUM
PAWN,Y,1,1,NDB Family,LO,LOW
PAYA,Y,2,2-3,Mixed,BOTH,HIGH
PFYU,Y,2,2-3,Mixed,LO,HIGH
PGRO,Y,1,1,NDB Family,BOTH,LOW
PGSN,Y,1,1,NDB Family,BOTH,MEDIUM
PGUA,Y,1,1,Radio Nav,BOTH,HIGH
PGUM,Y,2,2-3,Mixed,TERMINAL,HIGH
PH-0681,Y,2,2-3,Mixed,BOTH,HIGH
PH-0682,Y,1,1,Radio Nav,TERMINAL,LOW
PHBK,Y,2,2-3,Radio Nav,BOTH,HIGH
PHHI,Y,2,2-3,NDB Family,BOTH,MEDIUM
PHKO,Y,1,1,Radio Nav,BOTH,HIGH
PHLI,Y,1,1,Radio Nav,BOTH,HIGH
PHMK,Y,1,1,Radio Nav,BOTH,HIGH
PHMU,Y,1,1,Radio Nav,BOTH,HIGH
PHNG,Y,1,1,Radio Nav,BOTH,LOW
PHNY,Y,2,2-3,Mixed,LO,HIGH
PHOG,Y,2,2-3,Mixed,BOTH,HIGH
PHSF,Y,2,2-3,Mixed,TERMINAL,HIGH
PHTO,Y,2,2-3,Mixed,BOTH,HIGH
PKMJ,Y,1,1,NDB Family,BOTH,MEDIUM
PKRO,Y,1,1,Radio Nav,BOTH,MEDIUM
PKWA,Y,2,2-3,Mixed,BOTH,HIGH
PLCH,Y,1,1,NDB Family,LO,LOW
PMDY,Y,1,1,NDB Family,TERMINAL,MEDIUM
PPIZ,Y,1,1,NDB Family,LO,MEDIUM
PS-0006,Y,2,2-3,Mixed,BOTH,HIGH
PTKK,Y,1,1,NDB Family,BOTH,MEDIUM
PTPN,Y,1,1,NDB Family,BOTH,MEDIUM
PTRO,Y,1,1,NDB Family,BOTH,MEDIUM
PTSA,Y,1,1,NDB Family,BOTH,LOW
PTYA,Y,1,1,NDB Family,BOTH,MEDIUM
PWAK,Y,1,1,Radio Nav,BOTH,HIGH
RCBS,Y,1,1,NDB Family,BOTH,MEDIUM
RCDC,Y,1,1,Radio Nav,BOTH,LOW
RCDI,Y,1,1,NDB Family,TERMINAL,LOW
RCGI,Y,2,2-3,Mixed,BOTH,HIGH
RCKH,Y,1,1,NDB Family,TERMINAL,LOW
RCKU,Y,2,2-3,Mixed,BOTH,MEDIUM
RCKW,Y,2,2-3,Mixed,BOTH,HIGH
RCLY,Y,1,1,NDB Family,BOTH,MEDIUM
RCMQ,Y,2,2-3,Mixed,BOTH,MEDIUM
RCMT,Y,4,4+,Mixed,BOTH,MEDIUM
RCNN,Y,3,2-3,Mixed,BOTH,HIGH
RCPO,Y,1,1,Radio Nav,BOTH,LOW
RCQC,Y,3,2-3,Mixed,BOTH,HIGH
RCQS,Y,1,1,NDB Family,TERMINAL,MEDIUM
RCSS,Y,8,4+,Mixed,BOTH,HIGH
RCTP,Y,1,1,Radio Nav,TERMINAL,LOW
RCYU,Y,4,4+,Mixed,BOTH,MEDIUM
RJAA,Y,2,2-3,Radio Nav,BOTH,HIGH
RJAF,Y,1,1,Radio Nav,BOTH,HIGH
RJAH,Y,1,1,Radio Nav,BOTH,HIGH
RJAM,Y,2,2-3,Mixed,BOTH,HIGH
RJAW,Y,2,2-3,Mixed,BOTH,HIGH
RJBB,Y,5,4+,Mixed,BOTH,HIGH
RJBD,Y,1,1,Radio Nav,BOTH,HIGH
RJBE,Y,1,1,Radio Nav,BOTH,LOW
RJBH,Y,1,1,Radio Nav,LO,LOW
RJBT,Y,1,1,Radio Nav,BOTH,HIGH
RJCB,Y,2,2-3,Mixed,LO,HIGH
RJCC,Y,2,2-3,Mixed,LO,MEDIUM
RJCH,Y,2,2-3,Mixed,LO,HIGH
RJCJ,Y,3,2-3,Mixed,BOTH,HIGH
RJCK,Y,3,2-3,Mixed,BOTH,HIGH
RJCM,Y,1,1,Radio Nav,BOTH,HIGH
RJCN,Y,1,1,Radio Nav,BOTH,HIGH
RJCO,Y,2,2-3,Mixed,LO,HIGH
RJCT,Y,1,1,NDB Family,BOTH,MEDIUM
RJCW,Y,1,1,Radio Nav,BOTH,HIGH
RJDA,Y,1,1,Radio Nav,LO,LOW
RJDB,Y,2,2-3,Mixed,BOTH,HIGH
RJDC,Y,1,1,Radio Nav,BOTH,HIGH
RJDK,Y,1,1,NDB Family,BOTH,MEDIUM
RJDT,Y,2,2-3,Mixed,BOTH,HIGH
RJEB,Y,1,1,Radio Nav,BOTH,HIGH
RJEC,Y,1,1,Radio Nav,BOTH,HIGH
RJEO,Y,1,1,Radio Nav,BOTH,HIGH
RJER,Y,1,1,Radio Nav,BOTH,HIGH
RJFA,Y,1,1,Radio Nav,BOTH,HIGH
RJFC,Y,2,2-3,Radio Nav,BOTH,HIGH
RJFE,Y,2,2-3,Mixed,BOTH,HIGH
RJFF,Y,2,2-3,Mixed,BOTH,HIGH
RJFG,Y,1,1,Radio Nav,BOTH,MEDIUM
RJFK,Y,3,2-3,Radio Nav,BOTH,HIGH
RJFM,Y,1,1,Radio Nav,BOTH,HIGH
RJFN,Y,1,1,Radio Nav,BOTH,HIGH
RJFO,Y,2,2-3,Radio Nav,BOTH,HIGH
RJFR,Y,1,1,Radio Nav,BOTH,MEDIUM
RJFS,Y,1,1,Radio Nav,LO,HIGH
RJFT,Y,2,2-3,Mixed,BOTH,HIGH
RJFU,Y,3,2-3,Mixed,BOTH,HIGH
RJFY,Y,2,2-3,Mixed,LO,HIGH
RJFZ,Y,1,1,Radio Nav,BOTH,HIGH
RJGG,Y,1,1,Radio Nav,BOTH,HIGH
RJKA,Y,2,2-3,Radio Nav,BOTH,HIGH
RJKB,Y,2,2-3,Mixed,BOTH,HIGH
RJKI,Y,1,1,NDB Family,LO,LOW
RJKN,Y,1,1,Radio Nav,TERMINAL,HIGH
RJNF,Y,1,1,NDB Family,BOTH,MEDIUM
RJNG,Y,1,1,Radio Nav,BOTH,HIGH
RJNH,Y,2,2-3,Radio Nav,BOTH,HIGH
RJNK,Y,1,1,Radio Nav,BOTH,HIGH
RJNO,Y,1,1,Radio Nav,BOTH,HIGH
RJNT,Y,1,1,Radio Nav,BOTH,HIGH
RJNW,Y,1,1,Radio Nav,LO,HIGH
RJNY,Y,2,2-3,Mixed,BOTH,HIGH
RJOA,Y,1,1,Radio Nav,BOTH,LOW
RJOB,Y,2,2-3,Radio Nav,BOTH,HIGH
RJOC,Y,1,1,Radio Nav,BOTH,LOW
RJOE,Y,2,2-3,Mixed,BOTH,HIGH
RJOF,Y,1,1,Radio Nav,BOTH,HIGH
RJOH,Y,2,2-3,Radio Nav,BOTH,HIGH
RJOI,Y,1,1,Radio Nav,BOTH,HIGH
RJOK,Y,2,2-3,Mixed,BOTH,HIGH
RJOM,Y,1,1,Radio Nav,BOTH,HIGH
RJOO,Y,3,2-3,Mixed,BOTH,HIGH
RJOR,Y,1,1,Radio Nav,BOTH,LOW
RJOS,Y,2,2-3,Mixed,BOTH,HIGH
RJOT,Y,2,2-3,Radio Nav,BOTH,HIGH
RJOW,Y,1,1,Radio Nav,BOTH,HIGH
RJOY,Y,2,2-3,Mixed,BOTH,HIGH
RJOZ,Y,2,2-3,Mixed,BOTH,HIGH
RJSA,Y,1,1,Radio Nav,BOTH,HIGH
RJSC,Y,2,2-3,Radio Nav,BOTH,HIGH
RJSF,Y,1,1,Radio Nav,LO,LOW
RJSH,Y,2,2-3,Mixed,BOTH,HIGH
RJSI,Y,1,1,Radio Nav,BOTH,HIGH
RJSK,Y,2,2-3,Radio Nav,BOTH,HIGH
RJSM,Y,2,2-3,Radio Nav,BOTH,HIGH
RJSN,Y,2,2-3,Mixed,BOTH,HIGH
RJSR,Y,1,1,Radio Nav,LO,LOW
RJSS,Y,1,1,Radio Nav,BOTH,HIGH
RJST,Y,1,1,Radio Nav,BOTH,LOW
RJSY,Y,1,1,Radio Nav,BOTH,HIGH
RJTA,Y,1,1,Radio Nav,BOTH,HIGH
RJTC,Y,1,1,NDB Family,LO,MEDIUM
RJTE,Y,3,2-3,Mixed,BOTH,HIGH
RJTH,Y,2,2-3,Mixed,BOTH,HIGH
RJTJ,Y,1,1,Radio Nav,BOTH,HIGH
RJTK,Y,1,1,Radio Nav,BOTH,LOW
RJTL,Y,1,1,Radio Nav,BOTH,LOW
RJTO,Y,3,2-3,Mixed,BOTH,HIGH
RJTQ,Y,2,2-3,Radio Nav,BOTH,HIGH
RJTR,Y,1,1,NDB Family,TERMINAL,MEDIUM
RJTT,Y,3,2-3,Mixed,LO,HIGH
RJTU,Y,2,2-3,Mixed,BOTH,HIGH
RJTY,Y,1,1,Radio Nav,BOTH,HIGH
RKJJ,Y,2,2-3,Radio Nav,BOTH,HIGH
RKJK,Y,1,1,Radio Nav,BOTH,HIGH
RKJM,Y,2,2-3,Mixed,BOTH,HIGH
RKJY,Y,1,1,Radio Nav,BOTH,HIGH
RKNN,Y,3,2-3,Radio Nav,BOTH,HIGH
RKNW,Y,3,2-3,Mixed,BOTH,HIGH
RKNY,Y,1,1,Radio Nav,BOTH,LOW
RKPC,Y,2,2-3,Radio Nav,BOTH,HIGH
RKPD,Y,1,1,Radio Nav,BOTH,LOW
RKPE,Y,1,1,Radio Nav,BOTH,LOW
RKPK,Y,3,2-3,Radio Nav,BOTH,HIGH
RKPS,Y,2,2-3,Radio Nav,TERMINAL,HIGH
RKPU,Y,2,2-3,Mixed,BOTH,HIGH
RKRN,Y,1,1,Radio Nav,BOTH,LOW
RKSG,Y,2,2-3,Mixed,BOTH,MEDIUM
RKSI,Y,1,1,Radio Nav,BOTH,LOW
RKSM,Y,2,2-3,Radio Nav,BOTH,LOW
RKSO,Y,1,1,Radio Nav,BOTH,HIGH
RKSS,Y,3,2-3,Radio Nav,BOTH,HIGH
RKSW,Y,1,1,Radio Nav,BOTH,LOW
RKTE,Y,1,1,NDB Family,BOTH,MEDIUM
RKTH,Y,3,2-3,Mixed,BOTH,HIGH
RKTI,Y,1,1,Radio Nav,BOTH,LOW
RKTN,Y,3,2-3,Radio Nav,BOTH,HIGH
RKTP,Y,1,1,Radio Nav,BOTH,LOW
RKTU,Y,2,2-3,Radio Nav,BOTH,LOW
RKTY,Y,2,2-3,Radio Nav,BOTH,HIGH
RKUL,Y,1,1,Radio Nav,BOTH,MEDIUM
RO-0107,Y,2,2-3,NDB Family,TERMINAL,LOW
ROAH,Y,2,2-3,Mixed,BOTH,HIGH
RODN,Y,1,1,Radio Nav,BOTH,HIGH
ROKJ,Y,2,2-3,Mixed,BOTH,HIGH
ROMD,Y,2,2-3,Mixed,BOTH,MEDIUM
ROMY,Y,2,2-3,Mixed,BOTH,HIGH
RORA,Y,1,1,NDB Family,BOTH,LOW
RORH,Y,1,1,NDB Family,BOTH,LOW
RORS,Y,1,1,Radio Nav,BOTH,HIGH
RORT,Y,1,1,Radio Nav,BOTH,HIGH
RORY,Y,1,1,Radio Nav,BOTH,HIGH
ROTM,Y,2,2-3,Radio Nav,BOTH,HIGH
ROYN,Y,1,1,Radio Nav,BOTH,HIGH
RPLB,Y,2,2-3,Mixed,BOTH,HIGH
RPLC,Y,2,2-3,Mixed,BOTH,HIGH
RPLI,Y,1,1,Radio Nav,BOTH,HIGH
RPLJ,Y,1,1,Radio Nav,BOTH,HIGH
RPLL,Y,2,2-3,Mixed,BOTH,HIGH
RPLU,Y,1,1,Radio Nav,BOTH,HIGH
RPLY,Y,1,1,NDB Family,BOTH,MEDIUM
RPMC,Y,1,1,Radio Nav,BOTH,HIGH
RPMD,Y,2,2-3,Mixed,BOTH,HIGH
RPME,Y,1,1,Radio Nav,BOTH,HIGH
RPMG,Y,1,1,NDB Family,BOTH,MEDIUM
RPMJ,Y,1,1,NDB Family,BOTH,MEDIUM
RPML,Y,1,1,Radio Nav,BOTH,HIGH
RPMO,Y,1,1,NDB Family,BOTH,MEDIUM
RPMP,Y,1,1,NDB Family,BOTH,MEDIUM
RPMR,Y,2,2-3,Mixed,BOTH,MEDIUM
RPMS,Y,1,1,NDB Family,BOTH,MEDIUM
RPMW,Y,1,1,NDB Family,TERMINAL,MEDIUM
RPMZ,Y,1,1,Radio Nav,BOTH,HIGH
RPUB,Y,1,1,NDB Family,BOTH,MEDIUM
RPUD,Y,1,1,NDB Family,LO,MEDIUM
RPUF,Y,1,1,NDB Family,BOTH,MEDIUM
RPUH,Y,1,1,Radio Nav,BOTH,HIGH
RPUL,Y,2,2-3,Mixed,BOTH,HIGH
RPUN,Y,1,1,Radio Nav,BOTH,HIGH
RPUO,Y,1,1,NDB Family,BOTH,MEDIUM
RPUS,Y,1,1,Radio Nav,BOTH,HIGH
RPUT,Y,1,1,Radio Nav,BOTH,HIGH
RPUV,Y,1,1,NDB Family,BOTH,MEDIUM
RPUX,Y,1,1,NDB Family,BOTH,MEDIUM
RPUY,Y,1,1,Radio Nav,BOTH,HIGH
RPUZ,Y,1,1,NDB Family,BOTH,MEDIUM
RPVA,Y,1,1,Radio Nav,BOTH,HIGH
RPVD,Y,1,1,Radio Nav,BOTH,HIGH
RPVE,Y,1,1,NDB Family,BOTH,HIGH
RPVI,Y,1,1,Radio Nav,BOTH,HIGH
RPVJ,Y,1,1,Radio Nav,BOTH,HIGH
RPVK,Y,2,2-3,Mixed,BOTH,HIGH
RPVM,Y,2,2-3,Mixed,BOTH,HIGH
RPVP,Y,2,2-3,Mixed,BOTH,HIGH
RPVR,Y,1,1,Radio Nav,BOTH,HIGH
RU-9991,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
RU-9992,Y,3,2-3,NDB Family,TERMINAL,HIGH
RU-9998,Y,2,2-3,NDB Family,TERMINAL,HIGH
SA29,Y,1,1,Radio Nav,BOTH,HIGH
SAAA,Y,2,2-3,Mixed,BOTH,HIGH
SAAC,Y,1,1,NDB Family,LO,HIGH
SAAG,Y,1,1,Radio Nav,BOTH,HIGH
SAAI,Y,2,2-3,Mixed,LO,HIGH
SAAP,Y,1,1,Radio Nav,BOTH,HIGH
SAAR,Y,1,1,Radio Nav,BOTH,HIGH
SAAV,Y,2,2-3,NDB Family,TERMINAL,HIGH
SABE,Y,1,1,NDB Family,BOTH,MEDIUM
SACO,Y,2,2-3,Mixed,BOTH,HIGH
SADF,Y,1,1,Radio Nav,BOTH,HIGH
SADJ,Y,2,2-3,Mixed,BOTH,HIGH
SADL,Y,2,2-3,Mixed,BOTH,HIGH
SADP,Y,1,1,Radio Nav,LO,HIGH
SADQ,Y,1,1,NDB Family,TERMINAL,HIGH
SAEZ,Y,1,1,Radio Nav,BOTH,HIGH
SAHR,Y,1,1,NDB Family,LO,HIGH
SAME,Y,1,1,Radio Nav,BOTH,HIGH
SAMM,Y,1,1,Radio Nav,BOTH,HIGH
SAMR,Y,1,1,Radio Nav,BOTH,HIGH
SANC,Y,2,2-3,Mixed,BOTH,HIGH
SANE,Y,1,1,Radio Nav,BOTH,HIGH
SANL,Y,2,2-3,Mixed,BOTH,HIGH
SANO,Y,1,1,Radio Nav,HI,HIGH
SANT,Y,1,1,Radio Nav,BOTH,HIGH
SANU,Y,1,1,Radio Nav,BOTH,HIGH
SAOC,Y,1,1,Radio Nav,BOTH,HIGH
SAOD,Y,1,1,NDB Family,HI,HIGH
SAOM,Y,1,1,Radio Nav,BOTH,HIGH
SAOR,Y,2,2-3,Mixed,BOTH,HIGH
SAOS,Y,1,1,Radio Nav,BOTH,HIGH
SAOU,Y,1,1,Radio Nav,BOTH,HIGH
SARC,Y,2,2-3,Mixed,TERMINAL,HIGH
SARE,Y,1,1,Radio Nav,BOTH,HIGH
SARF,Y,1,1,Radio Nav,BOTH,HIGH
SARI,Y,1,1,Radio Nav,BOTH,HIGH
SARL,Y,1,1,NDB Family,LO,HIGH
SARM,Y,1,1,Radio Nav,BOTH,HIGH
SARP,Y,1,1,Radio Nav,BOTH,HIGH
SASA,Y,2,2-3,Mixed,TERMINAL,HIGH
SASJ,Y,1,1,Radio Nav,BOTH,HIGH
SASO,Y,1,1,NDB Family,LO,HIGH
SASQ,Y,1,1,Radio Nav,BOTH,HIGH
SAST,Y,1,1,NDB Family,TERMINAL,HIGH
SATK,Y,1,1,Radio Nav,LO,HIGH
SATR,Y,1,1,Radio Nav,BOTH,HIGH
SAVC,Y,3,2-3,Mixed,TERMINAL,HIGH
SAVE,Y,2,2-3,Mixed,BOTH,HIGH
SAVN,Y,1,1,NDB Family,BOTH,MEDIUM
SAVR,Y,1,1,NDB Family,LO,HIGH
SAVT,Y,1,1,Radio Nav,BOTH,HIGH
SAVV,Y,2,2-3,Mixed,BOTH,HIGH
SAWB,Y,2,2-3,Mixed,BOTH,HIGH
SAWC,Y,2,2-3,Mixed,BOTH,HIGH
SAWD,Y,1,1,NDB Family,LO,HIGH
SAWE,Y,3,2-3,Mixed,BOTH,HIGH
SAWG,Y,3,2-3,Mixed,BOTH,HIGH
SAWH,Y,1,1,Radio Nav,BOTH,HIGH
SAWJ,Y,1,1,Radio Nav,BOTH,HIGH
SAWM,Y,1,1,NDB Family,BOTH,HIGH
SAWP,Y,1,1,NDB Family,BOTH,HIGH
SAWR,Y,1,1,NDB Family,BOTH,HIGH
SAWS,Y,1,1,NDB Family,BOTH,HIGH
SAWT,Y,1,1,NDB Family,BOTH,HIGH
SAWU,Y,1,1,NDB Family,LO,HIGH
SAZB,Y,2,2-3,Mixed,BOTH,HIGH
SAZG,Y,2,2-3,Mixed,BOTH,HIGH
SAZL,Y,1,1,NDB Family,LO,HIGH
SAZM,Y,2,2-3,Mixed,BOTH,HIGH
SAZN,Y,3,2-3,Mixed,TERMINAL,HIGH
SAZP,Y,1,1,NDB Family,LO,HIGH
SAZR,Y,1,1,Radio Nav,BOTH,HIGH
SAZS,Y,1,1,Radio Nav,BOTH,HIGH
SAZT,Y,2,2-3,Mixed,BOTH,HIGH
SAZV,Y,1,1,NDB Family,LO,HIGH
SAZY,Y,2,2-3,Mixed,BOTH,HIGH
SBAA,Y,1,1,NDB Family,BOTH,MEDIUM
SBAF,Y,1,1,NDB Family,BOTH,MEDIUM
SBAM,Y,1,1,NDB Family,BOTH,MEDIUM
SBAN,Y,3,2-3,Mixed,BOTH,HIGH
SBAQ,Y,1,1,NDB Family,BOTH,MEDIUM
SBAR,Y,2,2-3,Mixed,BOTH,HIGH
SBAT,Y,2,2-3,Mixed,BOTH,HIGH
SBAU,Y,1,1,NDB Family,BOTH,MEDIUM
SBAX,Y,2,2-3,Mixed,BOTH,HIGH
SBBE,Y,3,2-3,Mixed,BOTH,HIGH
SBBG,Y,2,2-3,Mixed,BOTH,HIGH
SBBH,Y,2,2-3,Mixed,RNAV,HIGH
SBBI,Y,1,1,NDB Family,LO,MEDIUM
SBBQ,Y,1,1,NDB Family,HI,MEDIUM
SBBR,Y,5,4+,Mixed,BOTH,HIGH
SBBT,Y,1,1,NDB Family,BOTH,MEDIUM
SBBU,Y,1,1,NDB Family,BOTH,MEDIUM
SBBV,Y,2,2-3,Mixed,BOTH,HIGH
SBBW,Y,2,2-3,Mixed,BOTH,HIGH
SBCA,Y,1,1,NDB Family,LO,MEDIUM
SBCB,Y,1,1,NDB Family,BOTH,MEDIUM
SBCC,Y,2,2-3,Mixed,BOTH,HIGH
SBCD,Y,1,1,NDB Family,TERMINAL,MEDIUM
SBCF,Y,1,1,Radio Nav,BOTH,HIGH
SBCG,Y,4,4+,Mixed,BOTH,HIGH
SBCH,Y,2,2-3,Mixed,BOTH,HIGH
SBCI,Y,2,2-3,Mixed,BOTH,HIGH
SBCJ,Y,2,2-3,Mixed,BOTH,HIGH
SBCM,Y,1,1,NDB Family,LO,MEDIUM
SBCO,Y,2,2-3,Mixed,BOTH,HIGH
SBCP,Y,1,1,NDB Family,BOTH,MEDIUM
SBCR,Y,1,1,NDB Family,BOTH,MEDIUM
SBCT,Y,3,2-3,Mixed,BOTH,HIGH
SBCV,Y,2,2-3,Mixed,BOTH,HIGH
SBCX,Y,2,2-3,Mixed,BOTH,HIGH
SBCY,Y,2,2-3,Mixed,BOTH,HIGH
SBCZ,Y,2,2-3,Mixed,BOTH,HIGH
SBDN,Y,2,2-3,Mixed,BOTH,HIGH
SBDO,Y,1,1,NDB Family,BOTH,MEDIUM
SBEG,Y,2,2-3,Mixed,BOTH,HIGH
SBEK,Y,2,2-3,Mixed,BOTH,HIGH
SBES,Y,2,2-3,Mixed,BOTH,HIGH
SBFI,Y,3,2-3,Mixed,BOTH,HIGH
SBFL,Y,4,4+,Mixed,BOTH,HIGH
SBFN,Y,2,2-3,Mixed,BOTH,HIGH
SBFZ,Y,2,2-3,Mixed,BOTH,HIGH
SBGL,Y,5,4+,Mixed,BOTH,HIGH
SBGM,Y,1,1,NDB Family,LO,MEDIUM
SBGO,Y,2,2-3,Mixed,BOTH,HIGH
SBGR,Y,2,2-3,Mixed,BOTH,HIGH
SBGU,Y,1,1,NDB Family,LO,MEDIUM
SBGV,Y,1,1,NDB Family,LO,MEDIUM
SBGW,Y,1,1,NDB Family,BOTH,MEDIUM
SBHT,Y,2,2-3,Mixed,BOTH,HIGH
SBIC,Y,1,1,NDB Family,LO,MEDIUM
SBIH,Y,1,1,NDB Family,LO,MEDIUM
SBIL,Y,1,1,NDB Family,BOTH,MEDIUM
SBIP,Y,1,1,NDB Family,LO,MEDIUM
SBIT,Y,1,1,NDB Family,LO,MEDIUM
SBIZ,Y,2,2-3,Mixed,BOTH,HIGH
SBJF,Y,1,1,NDB Family,LO,MEDIUM
SBJP,Y,1,1,NDB Family,LO,MEDIUM
SBJR,Y,1,1,NDB Family,LO,MEDIUM
SBJU,Y,1,1,NDB Family,RNAV,MEDIUM
SBJV,Y,2,2-3,Mixed,LO,HIGH
SBKG,Y,1,1,NDB Family,LO,MEDIUM
SBKP,Y,2,2-3,Mixed,BOTH,HIGH
SBLE,Y,1,1,NDB Family,TERMINAL,MEDIUM
SBLJ,Y,1,1,NDB Family,BOTH,MEDIUM
SBLN,Y,1,1,NDB Family,BOTH,MEDIUM
SBLO,Y,3,2-3,Mixed,BOTH,HIGH
SBLP,Y,2,2-3,Mixed,BOTH,HIGH
SBLS,Y,1,1,NDB Family,LO,MEDIUM
SBMA,Y,2,2-3,Mixed,BOTH,HIGH
SBMC,Y,1,1,NDB Family,LO,MEDIUM
SBMD,Y,1,1,NDB Family,LO,MEDIUM
SBME,Y,2,2-3,Mixed,BOTH,HIGH
SBMK,Y,1,1,NDB Family,BOTH,MEDIUM
SBML,Y,1,1,NDB Family,LO,MEDIUM
SBMN,Y,1,1,NDB Family,LO,MEDIUM
SBMO,Y,2,2-3,Mixed,BOTH,HIGH
SBMQ,Y,2,2-3,Mixed,BOTH,MEDIUM
SBMS,Y,2,2-3,Mixed,BOTH,HIGH
